client_id,Variation_x,Variation_y,Variation
6828468,Test,Test,Test
9725581,Test,Test,Test
5690574,Control,Control,Control
8497681,Control,Control,Control
4657154,Control,Control,Control
360511,Control,Control,Control
7612773,Control,Control,Control
4803076,Test,Test,Test
3359150,Test,Test,Test
4989618,Test,Test,Test
5215310,Control,Control,Control
8931529,Test,Test,Test
6978834,Control,Control,Control
1875252,Test,Test,Test
6006960,Test,Test,Test
7529953,Control,Control,Control
3413239,Test,Test,Test
9427685,Test,Test,Test
4292366,Test,Test,Test
5084415,Control,Control,Control
44995,Test,Test,Test
303136,Test,Test,Test
101220,Test,Test,Test
8629156,Control,Control,Control
8516537,Test,Test,Test
5534058,Control,Control,Control
7196697,Control,Control,Control
3723994,Test,Test,Test
1208839,Control,Control,Control
9444890,Control,Control,Control
2936546,Control,Control,Control
5116128,Test,Test,Test
7385677,Test,Test,Test
2550027,Control,Control,Control
8675322,Control,Control,Control
8721817,Control,Control,Control
3242197,Control,Control,Control
8851132,Control,Control,Control
8991631,Test,Test,Test
5112427,Control,Control,Control
6768346,Test,Test,Test
4936156,Control,Control,Control
7730144,Control,Control,Control
3689244,Control,Control,Control
6697918,Control,Control,Control
3333348,Test,Test,Test
97170,Control,Control,Control
6910518,Test,Test,Test
8322873,Test,Test,Test
1264342,Test,Test,Test
2427579,Test,Test,Test
9249208,Test,Test,Test
7996589,Test,Test,Test
9800304,Test,Test,Test
6329216,Test,Test,Test
9960137,Test,Test,Test
13009,Control,Control,Control
1483712,Control,Control,Control
4994490,Control,Control,Control
3512662,Control,Control,Control
7095760,Control,Control,Control
2194700,Test,Test,Test
493194,Control,Control,Control
6453112,Control,Control,Control
3494298,Test,Test,Test
5815644,Control,Control,Control
3435545,Control,Control,Control
1531616,Control,Control,Control
8331981,Control,Control,Control
1616990,Test,Test,Test
431627,Test,Test,Test
7941463,Test,Test,Test
6459655,Control,Control,Control
2132587,Test,Test,Test
4100161,Test,Test,Test
7138610,Control,Control,Control
64885,Test,Test,Test
7869458,Control,Control,Control
8186151,Test,Test,Test
715345,Control,Control,Control
3269114,Control,Control,Control
4335350,Test,Test,Test
31499,Test,Test,Test
6838639,Control,Control,Control
7636646,Control,Control,Control
4284669,Test,Test,Test
1435050,Control,Control,Control
1780590,Control,Control,Control
62754,Test,Test,Test
5575459,Test,Test,Test
3710094,Control,Control,Control
4762692,Control,Control,Control
3892026,Control,Control,Control
2647155,Test,Test,Test
956673,Control,Control,Control
4462743,Test,Test,Test
8409890,Test,Test,Test
7149361,Control,Control,Control
2204958,Control,Control,Control
7947445,Control,Control,Control
127477,Control,Control,Control
1659638,Control,Control,Control
2965989,Test,Test,Test
4737705,Control,Control,Control
233391,Test,Test,Test
9330579,Test,Test,Test
2480469,Control,Control,Control
4044894,Test,Test,Test
7261624,Test,Test,Test
1854223,Test,Test,Test
1012423,Control,Control,Control
31715,Control,Control,Control
5618429,Test,Test,Test
9977341,Test,Test,Test
161074,Control,Control,Control
1310893,Control,Control,Control
8440496,Test,Test,Test
2514806,Control,Control,Control
5708924,Control,Control,Control
3079181,Test,Test,Test
4805755,Test,Test,Test
2766627,Control,Control,Control
7884103,Control,Control,Control
2969404,Test,Test,Test
2420905,Test,Test,Test
3818844,Test,Test,Test
8009077,Control,Control,Control
1754189,Control,Control,Control
872869,Control,Control,Control
7731442,Test,Test,Test
2273399,Control,Control,Control
4056801,Test,Test,Test
2390984,Test,Test,Test
4284358,Control,Control,Control
7149854,Control,Control,Control
4669997,Test,Test,Test
9222139,Test,Test,Test
3901436,Test,Test,Test
2811304,Test,Test,Test
3007112,Test,Test,Test
3455729,Control,Control,Control
5355929,Control,Control,Control
4223520,Control,Control,Control
214786,Control,Control,Control
7561079,Control,Control,Control
2180863,Test,Test,Test
2426670,Test,Test,Test
1090770,Control,Control,Control
2368114,Control,Control,Control
3959099,Test,Test,Test
7566747,Test,Test,Test
5688686,Test,Test,Test
3941993,Control,Control,Control
9288992,Test,Test,Test
956129,Control,Control,Control
7567135,Control,Control,Control
3887719,Control,Control,Control
4674304,Test,Test,Test
4235619,Test,Test,Test
6025559,Test,Test,Test
4844608,Control,Control,Control
405565,Control,Control,Control
5358140,Test,Test,Test
4684639,Test,Test,Test
5379667,Control,Control,Control
9196593,Control,Control,Control
9485636,Test,Test,Test
317351,Test,Test,Test
4353072,Control,Control,Control
6547653,Test,Test,Test
244941,Test,Test,Test
6908433,Test,Test,Test
6377119,Control,Control,Control
383469,Test,Test,Test
9287161,Test,Test,Test
8620282,Test,Test,Test
1877074,Test,Test,Test
6749579,Control,Control,Control
2156449,Control,Control,Control
5809205,Control,Control,Control
6918862,Test,Test,Test
2365190,Test,Test,Test
6030124,Test,Test,Test
4898296,Control,Control,Control
8555514,Test,Test,Test
4040609,Control,Control,Control
4707911,Test,Test,Test
1075256,Control,Control,Control
3852675,Test,Test,Test
3902029,Test,Test,Test
9746783,Test,Test,Test
7278226,Control,Control,Control
7595758,Test,Test,Test
7010476,Control,Control,Control
6784522,Control,Control,Control
3070009,Test,Test,Test
8111241,Test,Test,Test
7990323,Test,Test,Test
1288323,Test,Test,Test
3893167,Test,Test,Test
6445575,Test,Test,Test
2029226,Test,Test,Test
8930684,Control,Control,Control
1843417,Control,Control,Control
4611667,Test,Test,Test
4320842,Test,Test,Test
8191449,Control,Control,Control
5545517,Test,Test,Test
2718542,Test,Test,Test
5968143,Test,Test,Test
1957491,Control,Control,Control
3279105,Test,Test,Test
4568193,Control,Control,Control
6956962,Test,Test,Test
6013279,Test,Test,Test
7521289,Control,Control,Control
1146828,Control,Control,Control
3424157,Test,Test,Test
5413424,Test,Test,Test
6840942,Control,Control,Control
7966415,Control,Control,Control
6870863,Test,Test,Test
1126310,Test,Test,Test
5943201,Test,Test,Test
3948974,Test,Test,Test
4060775,Test,Test,Test
1742982,Control,Control,Control
1055254,Control,Control,Control
4220347,Test,Test,Test
4961438,Control,Control,Control
9309863,Test,Test,Test
5890080,Control,Control,Control
7707583,Control,Control,Control
2419034,Test,Test,Test
4370785,Control,Control,Control
8612909,Test,Test,Test
4748054,Test,Test,Test
1126811,Control,Control,Control
8150060,Control,Control,Control
271955,Control,Control,Control
9966704,Test,Test,Test
407804,Control,Control,Control
1300406,Test,Test,Test
8913453,Test,Test,Test
3115529,Test,Test,Test
652990,Control,Control,Control
9668003,Control,Control,Control
2275598,Control,Control,Control
887671,Test,Test,Test
4129537,Test,Test,Test
9079316,Control,Control,Control
6098583,Control,Control,Control
36555,Test,Test,Test
5692652,Test,Test,Test
9028616,Test,Test,Test
5698330,Control,Control,Control
5349851,Control,Control,Control
5473979,Test,Test,Test
8519807,Test,Test,Test
8820611,Control,Control,Control
5354,Control,Control,Control
5705847,Test,Test,Test
9725677,Test,Test,Test
8878116,Control,Control,Control
540948,Control,Control,Control
9793791,Test,Test,Test
7967415,Control,Control,Control
8722938,Test,Test,Test
54893,Test,Test,Test
5240077,Control,Control,Control
452582,Test,Test,Test
6483911,Test,Test,Test
7603589,Test,Test,Test
5710632,Test,Test,Test
2861609,Control,Control,Control
4542331,Control,Control,Control
3486040,Test,Test,Test
6878222,Control,Control,Control
9934221,Test,Test,Test
6798317,Control,Control,Control
3393813,Control,Control,Control
5212142,Control,Control,Control
683705,Test,Test,Test
7786703,Control,Control,Control
4840338,Control,Control,Control
1830990,Control,Control,Control
1162915,Test,Test,Test
613635,Control,Control,Control
9601679,Test,Test,Test
5025313,Test,Test,Test
6127305,Control,Control,Control
1784453,Test,Test,Test
7509627,Test,Test,Test
6032872,Test,Test,Test
2165736,Test,Test,Test
7638576,Control,Control,Control
6612990,Test,Test,Test
8389957,Test,Test,Test
7040773,Test,Test,Test
4317446,Control,Control,Control
5751638,Test,Test,Test
398973,Test,Test,Test
1882050,Control,Control,Control
5653674,Test,Test,Test
5117714,Control,Control,Control
809545,Test,Test,Test
1251529,Test,Test,Test
1311021,Control,Control,Control
6471706,Control,Control,Control
3837497,Test,Test,Test
3802239,Test,Test,Test
8900562,Control,Control,Control
6910263,Control,Control,Control
476642,Test,Test,Test
5449775,Control,Control,Control
1751190,Test,Test,Test
4184757,Test,Test,Test
5181335,Test,Test,Test
5809893,Control,Control,Control
9112702,Control,Control,Control
7882570,Test,Test,Test
3360813,Control,Control,Control
2903616,Test,Test,Test
2948903,Test,Test,Test
422480,Control,Control,Control
7891259,Test,Test,Test
3251257,Control,Control,Control
7847850,Control,Control,Control
8170322,Control,Control,Control
2183950,Control,Control,Control
1038746,Control,Control,Control
5050078,Test,Test,Test
5077246,Control,Control,Control
2980960,Control,Control,Control
5742800,Control,Control,Control
7131461,Test,Test,Test
2871256,Test,Test,Test
693500,Control,Control,Control
2232126,Control,Control,Control
3867119,Test,Test,Test
1867505,Test,Test,Test
7776747,Control,Control,Control
6508726,Control,Control,Control
6479358,Test,Test,Test
2215051,Control,Control,Control
6337816,Test,Test,Test
8409579,Control,Control,Control
2918674,Test,Test,Test
4476320,Test,Test,Test
5101988,Test,Test,Test
1259407,Test,Test,Test
7926195,Control,Control,Control
4580336,Test,Test,Test
1985555,Control,Control,Control
5358622,Control,Control,Control
3841617,Control,Control,Control
7849787,Test,Test,Test
4478331,Control,Control,Control
3201380,Control,Control,Control
6976946,Control,Control,Control
53396,Test,Test,Test
6361221,Test,Test,Test
6849705,Test,Test,Test
3667643,Control,Control,Control
6004082,Test,Test,Test
6094600,Test,Test,Test
3931869,Control,Control,Control
5328996,Control,Control,Control
5828768,Control,Control,Control
4182475,Test,Test,Test
5545428,Test,Test,Test
995002,Control,Control,Control
1717544,Control,Control,Control
3986696,Test,Test,Test
6670368,Control,Control,Control
2501151,Test,Test,Test
8148423,Control,Control,Control
6532710,Test,Test,Test
3267458,Control,Control,Control
9165759,Test,Test,Test
2913074,Test,Test,Test
5147197,Control,Control,Control
4534403,Control,Control,Control
695211,Test,Test,Test
8964788,Test,Test,Test
5284522,Test,Test,Test
7590220,Control,Control,Control
4490901,Control,Control,Control
2831189,Control,Control,Control
743676,Test,Test,Test
8388135,Test,Test,Test
8881979,Control,Control,Control
3765679,Control,Control,Control
6506860,Test,Test,Test
834594,Test,Test,Test
6849764,Control,Control,Control
1521503,Test,Test,Test
7556542,Test,Test,Test
663574,Test,Test,Test
6253626,Test,Test,Test
3261503,Control,Control,Control
630446,Test,Test,Test
4590481,Test,Test,Test
4758194,Control,Control,Control
3285638,Test,Test,Test
2363138,Test,Test,Test
2495018,Control,Control,Control
269660,Test,Test,Test
2116228,Test,Test,Test
4873397,Test,Test,Test
8888660,Test,Test,Test
2442853,Test,Test,Test
6070645,Test,Test,Test
9880534,Control,Control,Control
2998821,Control,Control,Control
7650783,Test,Test,Test
4459390,Test,Test,Test
6008144,Test,Test,Test
7464811,Test,Test,Test
9088028,Control,Control,Control
9656424,Test,Test,Test
8593795,Control,Control,Control
5482843,Test,Test,Test
8412974,Test,Test,Test
6457664,Test,Test,Test
6800679,Test,Test,Test
4732163,Control,Control,Control
6956002,Test,Test,Test
5205837,Control,Control,Control
4915471,Test,Test,Test
4530050,Test,Test,Test
7934701,Test,Test,Test
227083,Control,Control,Control
4548015,Control,Control,Control
209099,Test,Test,Test
1946959,Control,Control,Control
1517855,Test,Test,Test
8434099,Test,Test,Test
546158,Test,Test,Test
9765129,Test,Test,Test
2319125,Control,Control,Control
1993843,Test,Test,Test
5363315,Control,Control,Control
5766870,Control,Control,Control
6193539,Test,Test,Test
4086452,Control,Control,Control
7676617,Test,Test,Test
5828878,Test,Test,Test
992924,Control,Control,Control
3626525,Test,Test,Test
5391158,Test,Test,Test
9790489,Test,Test,Test
9004664,Control,Control,Control
5467564,Control,Control,Control
7176030,Test,Test,Test
2363614,Test,Test,Test
5937217,Control,Control,Control
9671726,Test,Test,Test
8649460,Test,Test,Test
5959352,Control,Control,Control
6318967,Test,Test,Test
2000151,Test,Test,Test
7581994,Control,Control,Control
6295495,Test,Test,Test
4500260,Control,Control,Control
8080881,Control,Control,Control
1179809,Test,Test,Test
5300698,Control,Control,Control
2922703,Control,Control,Control
9989589,Control,Control,Control
5804606,Test,Test,Test
307903,Control,Control,Control
5749703,Control,Control,Control
1962774,Test,Test,Test
1616906,Control,Control,Control
6477209,Control,Control,Control
8476794,Test,Test,Test
1109597,Control,Control,Control
6111622,Test,Test,Test
7164036,Test,Test,Test
4814540,Test,Test,Test
4476797,Test,Test,Test
8455042,Control,Control,Control
4967651,Test,Test,Test
3997203,Test,Test,Test
3501130,Test,Test,Test
2989514,Control,Control,Control
1286989,Test,Test,Test
3325369,Test,Test,Test
2331081,Test,Test,Test
9037490,Control,Control,Control
4170491,Control,Control,Control
4488611,Control,Control,Control
1408332,Control,Control,Control
1681595,Control,Control,Control
1811363,Control,Control,Control
787468,Test,Test,Test
6524781,Control,Control,Control
1781660,Control,Control,Control
1597306,Control,Control,Control
631263,Control,Control,Control
7769865,Control,Control,Control
1154898,Test,Test,Test
8724124,Control,Control,Control
5127898,Test,Test,Test
1984672,Control,Control,Control
6823368,Test,Test,Test
5339081,Control,Control,Control
4361106,Test,Test,Test
4055560,Control,Control,Control
2638234,Control,Control,Control
8360430,Control,Control,Control
8517967,Test,Test,Test
995510,Test,Test,Test
778534,Test,Test,Test
4396444,Control,Control,Control
4716594,Test,Test,Test
3648974,Control,Control,Control
7094844,Test,Test,Test
6317256,Test,Test,Test
4706274,Control,Control,Control
9610725,Test,Test,Test
7791817,Test,Test,Test
2092631,Test,Test,Test
1473551,Control,Control,Control
2084475,Test,Test,Test
1480622,Test,Test,Test
7388626,Test,Test,Test
4264988,Test,Test,Test
3806379,Test,Test,Test
4502817,Test,Test,Test
649865,Test,Test,Test
4253435,Test,Test,Test
5020449,Control,Control,Control
2675470,Test,Test,Test
7262401,Test,Test,Test
3333833,Control,Control,Control
7993028,Control,Control,Control
7161415,Control,Control,Control
1261353,Test,Test,Test
3526399,Control,Control,Control
9169849,Test,Test,Test
5799151,Control,Control,Control
1031166,Control,Control,Control
9967868,Test,Test,Test
7881522,Control,Control,Control
2689880,Test,Test,Test
2844725,Control,Control,Control
9971962,Test,Test,Test
3367503,Control,Control,Control
4507678,Test,Test,Test
1320408,Control,Control,Control
8402663,Control,Control,Control
3093790,Test,Test,Test
6613881,Control,Control,Control
6133577,Control,Control,Control
7346292,Test,Test,Test
8389387,Control,Control,Control
4544412,Test,Test,Test
8844038,Control,Control,Control
3840710,Test,Test,Test
3623471,Control,Control,Control
9675490,Control,Control,Control
2551555,Test,Test,Test
5858388,Control,Control,Control
2131562,Control,Control,Control
3501299,Test,Test,Test
5031420,Control,Control,Control
8415235,Test,Test,Test
663694,Test,Test,Test
2898308,Test,Test,Test
